codigo,nombre,descripcion
W339,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, LUGAR NO ESPECIFICADO","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W340,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, VIVIENDA","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W341,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, INSTITUCION RESIDENCIAL","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W342,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W343,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, AREAS DE DEPORTE Y ATLETISMO","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W344,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W345,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, COMERCIO Y AREA DE SERVICIOS","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W346,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W347,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, GRANJA","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W348,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W349,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO","DISPARO CON OTRAS ARMAS FUEGO, Y LAS NO ESPECIFICADAS"
W350,"EXPLOSION Y ROTURA DE CALDERA, VIVIENDA",EXPLOSION Y ROTURA DE CALDERA
W351,"EXPLOSION Y ROTURA DE CALDERA, INSTITUCION RESIDENCIAL",EXPLOSION Y ROTURA DE CALDERA
W352,"EXPLOSION Y ROTURA DE CALDERA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPLOSION Y ROTURA DE CALDERA
W353,"EXPLOSION Y ROTURA DE CALDERA, AREAS DE DEPORTE Y ATLETISMO",EXPLOSION Y ROTURA DE CALDERA
W354,"EXPLOSION Y ROTURA DE CALDERA, CALLES Y CARRETERAS",EXPLOSION Y ROTURA DE CALDERA
W355,"EXPLOSION Y ROTURA DE CALDERA, COMERCIO Y AREA DE SERVICIOS",EXPLOSION Y ROTURA DE CALDERA
W356,"EXPLOSION Y ROTURA DE CALDERA, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPLOSION Y ROTURA DE CALDERA
W357,"EXPLOSION Y ROTURA DE CALDERA, GRANJA",EXPLOSION Y ROTURA DE CALDERA
W358,"EXPLOSION Y ROTURA DE CALDERA, OTRO LUGAR ESPECIFICADO",EXPLOSION Y ROTURA DE CALDERA
W359,"EXPLOSION Y ROTURA DE CALDERA, LUGAR NO ESPECIFICADO",EXPLOSION Y ROTURA DE CALDERA
W360,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, VIVIENDA",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W361,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, INSTITUCION RESIDENCIAL",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W362,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W363,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, AREAS DE DEPORTE Y ATLETISMO",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W364,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, CALLES Y CARRETERAS",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W365,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, COMERCIO Y AREA DE SERVICIOS",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W366,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W367,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, GRANJA",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W368,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, OTRO LUGAR ESPECIFICADO",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W369,"EXPLOSION Y ROTURA DE CILINDRO CON GAS, LUGAR NO ESPECIFICADO",EXPLOSION Y ROTURA DE CILINDRO CON GAS
W370,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, VIVIENDA","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W371,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, INSTITUCION RESIDENCIAL","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W372,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W373,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, AREAS DE DEPORTE Y ATLETISMO","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W374,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, CALLES Y CARRETERAS","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W375,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, COMERCIO Y AREA DE SERVICIOS","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W376,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W377,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, GRANJA","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W378,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, OTRO LUGAR ESPECIFICADO","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W379,"EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, LUGAR NO ESPECIFICADO","EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA"
W380,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, VIVIENDA",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W381,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, INSTITUCION RESIDENCIAL",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W382,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W383,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, AREAS DE DEPORTE Y ATLETISMO",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W384,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, CALLES Y CARRETERAS",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W385,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, COMERCIO Y AREA DE SERVICIOS",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W386,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W387,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, GRANJA",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W388,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W389,"EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, LUGAR NO ESPECIFICADO",EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W390,"EXPLOSION DE FUEGOS ARTIFICIALES, VIVIENDA",EXPLOSION DE FUEGOS ARTIFICIALES
W391,"EXPLOSION DE FUEGOS ARTIFICIALES, INSTITUCION RESIDENCIAL",EXPLOSION DE FUEGOS ARTIFICIALES
W392,"EXPLOSION DE FUEGOS ARTIFICIALES, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPLOSION DE FUEGOS ARTIFICIALES
W393,"EXPLOSION DE FUEGOS ARTIFICIALES, AREAS DE DEPORTE Y ATLETISMO",EXPLOSION DE FUEGOS ARTIFICIALES
W394,"EXPLOSION DE FUEGOS ARTIFICIALES, CALLES Y CARRETERAS",EXPLOSION DE FUEGOS ARTIFICIALES
W395,"EXPLOSION DE FUEGOS ARTIFICIALES, COMERCIO Y AREA DE SERVICIOS",EXPLOSION DE FUEGOS ARTIFICIALES
W396,"EXPLOSION DE FUEGOS ARTIFICIALES, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPLOSION DE FUEGOS ARTIFICIALES
W397,"EXPLOSION DE FUEGOS ARTIFICIALES, GRANJA",EXPLOSION DE FUEGOS ARTIFICIALES
W398,"EXPLOSION DE FUEGOS ARTIFICIALES, OTRO LUGAR ESPECIFICADO",EXPLOSION DE FUEGOS ARTIFICIALES
W399,"EXPLOSION DE FUEGOS ARTIFICIALES, LUGAR NO ESPECIFICADO",EXPLOSION DE FUEGOS ARTIFICIALES
W400,"EXPLOSION DE OTROS MATERIALES, VIVIENDA",EXPLOSION DE OTROS MATERIALES
W401,"EXPLOSION DE OTROS MATERIALES, INSTITUCION RESIDENCIAL",EXPLOSION DE OTROS MATERIALES
W402,"EXPLOSION DE OTROS MATERIALES, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPLOSION DE OTROS MATERIALES
W403,"EXPLOSION DE OTROS MATERIALES, AREAS DE DEPORTE Y ATLETISMO",EXPLOSION DE OTROS MATERIALES
W404,"EXPLOSION DE OTROS MATERIALES, CALLES Y CARRETERAS",EXPLOSION DE OTROS MATERIALES
W405,"EXPLOSION DE OTROS MATERIALES, COMERCIO Y AREA DE SERVICIOS",EXPLOSION DE OTROS MATERIALES
W406,"EXPLOSION DE OTROS MATERIALES, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPLOSION DE OTROS MATERIALES
W407,"EXPLOSION DE OTROS MATERIALES, GRANJA",EXPLOSION DE OTROS MATERIALES
W408,"EXPLOSION DE OTROS MATERIALES, OTRO LUGAR ESPECIFICADO",EXPLOSION DE OTROS MATERIALES
W409,"EXPLOSION DE OTROS MATERIALES, LUGAR NO ESPECIFICADO",EXPLOSION DE OTROS MATERIALES
W410,"EXPOSICION A CHORRO DE ALTA PRESION, VIVIENDA",EXPOSICION A CHORRO DE ALTA PRESION
W411,"EXPOSICION A CHORRO DE ALTA PRESION, INSTITUCION RESIDENCIAL",EXPOSICION A CHORRO DE ALTA PRESION
W412,"EXPOSICION A CHORRO DE ALTA PRESION, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPOSICION A CHORRO DE ALTA PRESION
W413,"EXPOSICION A CHORRO DE ALTA PRESION, AREAS DE DEPORTE Y ATLETISMO",EXPOSICION A CHORRO DE ALTA PRESION
W414,"EXPOSICION A CHORRO DE ALTA PRESION, CALLES Y CARRETERAS",EXPOSICION A CHORRO DE ALTA PRESION
W415,"EXPOSICION A CHORRO DE ALTA PRESION, COMERCIO Y AREA DE SERVICIOS",EXPOSICION A CHORRO DE ALTA PRESION
W416,"EXPOSICION A CHORRO DE ALTA PRESION, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPOSICION A CHORRO DE ALTA PRESION
W417,"EXPOSICION A CHORRO DE ALTA PRESION, GRANJA",EXPOSICION A CHORRO DE ALTA PRESION
W418,"EXPOSICION A CHORRO DE ALTA PRESION, OTRO LUGAR ESPECIFICADO",EXPOSICION A CHORRO DE ALTA PRESION
W419,"EXPOSICION A CHORRO DE ALTA PRESION, LUGAR NO ESPECIFICADO",EXPOSICION A CHORRO DE ALTA PRESION
W420,"EXPOSICION AL RUIDO, VIVIENDA",EXPOSICION AL RUIDO
W421,"EXPOSICION AL RUIDO, INSTITUCION RESIDENCIAL",EXPOSICION AL RUIDO
W422,"EXPOSICION AL RUIDO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPOSICION AL RUIDO
W423,"EXPOSICION AL RUIDO, AREAS DE DEPORTE Y ATLETISMO",EXPOSICION AL RUIDO
W424,"EXPOSICION AL RUIDO, CALLES Y CARRETERAS",EXPOSICION AL RUIDO
W425,"EXPOSICION AL RUIDO, COMERCIO Y AREA DE SERVICIOS",EXPOSICION AL RUIDO
W426,"EXPOSICION AL RUIDO, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPOSICION AL RUIDO
W427,"EXPOSICION AL RUIDO, GRANJA",EXPOSICION AL RUIDO
W428,"EXPOSICION AL RUIDO, OTRO LUGAR ESPECIFICADO",EXPOSICION AL RUIDO
W429,"EXPOSICION AL RUIDO, LUGAR NO ESPECIFICADO",EXPOSICION AL RUIDO
W430,"EXPOSICION A VIBRACIONES, VIVIENDA",EXPOSICION A VIBRACIONES
W431,"EXPOSICION A VIBRACIONES, INSTITUCION RESIDENCIAL",EXPOSICION A VIBRACIONES
W432,"EXPOSICION A VIBRACIONES, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",EXPOSICION A VIBRACIONES
W433,"EXPOSICION A VIBRACIONES, AREAS DE DEPORTE Y ATLETISMO",EXPOSICION A VIBRACIONES
W434,"EXPOSICION A VIBRACIONES, CALLES Y CARRETERAS",EXPOSICION A VIBRACIONES
W435,"EXPOSICION A VIBRACIONES, COMERCIO Y AREA DE SERVICIOS",EXPOSICION A VIBRACIONES
W436,"EXPOSICION A VIBRACIONES, AREA INDUSTRIAL Y DE LA CONSTRUCCION",EXPOSICION A VIBRACIONES
W437,"EXPOSICION A VIBRACIONES, GRANJA",EXPOSICION A VIBRACIONES
W438,"EXPOSICION A VIBRACIONES, OTRO LUGAR ESPECIFICADO",EXPOSICION A VIBRACIONES
W439,"EXPOSICION A VIBRACIONES, LUGAR NO ESPECIFICADO",EXPOSICION A VIBRACIONES
W440,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, VIVIENDA",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W441,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, INSTITUCION RESIDENCIAL",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W442,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W443,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, AREAS DE DEPORTE Y ATLETISMO",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W444,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, CALLES Y CARRETERAS",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W445,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, COMERCIO Y AREA DE SERVICIOS",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W446,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W447,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, GRANJA",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W448,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, OTRO LUGAR ESPECIFICADO",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W449,"CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, LUGAR NO ESPECIFICADO",CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL
W450,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, VIVIENDA",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W451,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, INSTITUCION RESIDENCIAL",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W452,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W453,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, AREAS DE DEPORTE Y ATLETISMO",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W454,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, CALLES Y CARRETERAS",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W455,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, COMERCIO Y AREA DE SERVICIOS",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W456,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W457,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, GRANJA",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W458,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, OTRO LUGAR ESPECIFICADO",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W459,"CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, LUGAR NO ESPECIFICADO",CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL
W460,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, VIVIENDA",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W461,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, INSTITUCION RESIDENCIAL",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W462,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W463,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, AREAS DE DEPORTE Y ATLETISMO",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W464,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, CALLES Y CARRETERAS",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W465,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, COMERCIO Y AREA DE SERVICIOS",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W466,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W467,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, GRANJA",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W468,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, OTRO LUGAR ESPECIFICADO",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W469,"CONTACTO TRAUMATICO CON AGUJA HIPODERMICA, LUGAR NO ESPECIFICADO",CONTACTO TRAUMATICO CON AGUJA HIPODERMICA
W490,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, VIVIENDA","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W491,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, INSTITUCION RESIDENCIAL","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W492,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W493,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, AREAS DE DEPORTE Y ATLETISMO","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W494,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W495,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, COMERCIO Y AREA DE SERVICIOS","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W496,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W497,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, GRANJA","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W498,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W499,"EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO","EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS"
W500,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, VIVIENDA","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W501,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, INSTITUCION RESIDENCIAL","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W502,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W503,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, AREAS DE DEPORTE Y ATLETISMO","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W504,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, CALLES Y CARRETERAS","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W505,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, COMERCIO Y AREA DE SERVICIOS","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W506,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, AREA INDUSTRIAL Y DE LA CONSTRUCCION","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W507,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, GRANJA","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W508,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, OTRO LUGAR ESPECIFICADO","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W509,"APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, LUGAR NO ESPECIFICADO","APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA"
W510,"CHOQUE O EMPELLON CONTRA OTRA PERSONA, VIVIENDA",CHOQUE O EMPELLON CONTRA OTRA PERSONA
